bus_0115.1,bus_0115.2,bus_0115.3,bus_0116.1,bus_0116.2,bus_0116.3,bus_0133.1,bus_0133.2,bus_0133.3,bus_0121.1,bus_0121.2,bus_0121.3,bus_0122.1,bus_0122.2,bus_0122.3,bus_0130.1,bus_0130.2,bus_0130.3,bus_0123.1,bus_0123.2,bus_0123.3,bus_0124.1,bus_0124.2,bus_0124.3,bus_0131.1,bus_0131.2,bus_0131.3,bus_0125.1,bus_0125.2,bus_0125.3,bus_0126.1,bus_0126.2,bus_0126.3,bus_0162.1,bus_0162.2,bus_0162.3,bus_0127.1,bus_0127.2,bus_0127.3,bus_0128.1,bus_0128.2,bus_0128.3,bus_0129.1,bus_0129.2,bus_0129.3,bus_0134_sw.1,bus_0134_sw.2,bus_0134_sw.3,bus_0134.1,bus_0134.2,bus_0134.3,bus_0135.1,bus_0135.2,bus_0135.3,bus_0138.1,bus_0138.2,bus_0138.3,bus_0144.1,bus_0144.2,bus_0144.3,bus_0139.1,bus_0139.2,bus_0139.3,bus_0140.1,bus_0140.2,bus_0140.3,bus_0141.1,bus_0141.2,bus_0141.3,bus_0157_sw.1,bus_0157_sw.2,bus_0157_sw.3,bus_0142.1,bus_0142.2,bus_0142.3,bus_0143.1,bus_0143.2,bus_0143.3,bus_0145.1,bus_0145.2,bus_0145.3,bus_0146.1,bus_0146.2,bus_0146.3,bus_0159_sw.1,bus_0159_sw.2,bus_0159_sw.3,bus_0147.1,bus_0147.2,bus_0147.3,bus_0148.1,bus_0148.2,bus_0148.3,bus_0152.1,bus_0152.2,bus_0152.3,bus_0149.1,bus_0149.2,bus_0149.3,bus_0150.1,bus_0150.2,bus_0150.3,bus_0151.1,bus_0151.2,bus_0151.3,bus_0153.1,bus_0153.2,bus_0153.3,bus_0154_sw.1,bus_0154_sw.2,bus_0154_sw.3,bus_0155_sw.1,bus_0155_sw.2,bus_0155_sw.3,bus_0154.1,bus_0154.2,bus_0154.3,bus_0158.1,bus_0158.2,bus_0158.3,bus_0156.1,bus_0156.2,bus_0156.3,bus_0157.1,bus_0157.2,bus_0157.3,bus_0159.1,bus_0159.2,bus_0159.3,bus_0160.1,bus_0160.2,bus_0160.3,bus_0161.1,bus_0161.2,bus_0161.3,bus_0170.1,bus_0170.2,bus_0170.3,bus_0171.1,bus_0171.2,bus_0171.3,bus_0174.1,bus_0174.2,bus_0174.3,bus_0137.1,bus_0137.2,bus_0137.3,bus_0172.1,bus_0172.2,bus_0172.3,bus_0173.1,bus_0173.2,bus_0173.3,bus_0132.1,bus_0132.2,bus_0132.3
6580.148837,6580.124991,6580.089113,6579.813076,6579.848223,6579.862011,6579.312918,6579.435948,6579.523735,6579.116534,6579.276703,6579.389807,6578.645883,6578.871305,6579.026856,6578.193517,6578.481657,6578.678014,6578.731727,6578.886955,6579.03987,6578.434281,6578.601463,6578.785103,6577.939495,6578.126563,6578.361314,6577.060782,6577.505483,6577.79712,6576.658482,6577.160368,6577.479973,6576.332679,6576.879765,6577.220598,6577.241913,6577.660867,6577.939913,6577.176821,6577.597474,6577.883407,6577.632799,6577.998682,6578.245627,6579.216934,6579.354309,6579.459885,6579.189743,6579.325486,6579.431392,6578.826861,6578.978042,6579.121192,6572.100539,6573.153387,6573.723388,6572.776576,6573.762738,6574.303852,6575.312832,6576.00141,6576.408708,6574.964509,6575.701414,6576.131418,6574.645961,6575.427062,6575.877834,6574.645965,6575.427065,6575.877837,6575.980993,6576.576871,6576.940621,6575.661493,6576.301698,6576.68627,6575.661494,6576.301699,6576.686271,6573.338425,6574.269165,6574.786276,6573.92535,6574.798196,6575.290236,6574.646124,6575.427201,6575.877963,6574.64619,6575.427257,6575.878015,6574.646225,6575.427287,6575.878043,6574.646271,6575.427325,6575.878079,6574.646271,6575.427326,6575.878079,6574.646265,6575.42732,6575.878074,6573.965207,6574.836497,6575.328706,6574.233728,6575.067764,6575.542465,6573.965212,6574.836502,6575.328711,6574.267689,6575.101271,6575.576704,6574.48561,6575.288958,6575.750183,6574.646034,6575.427125,6575.877892,6574.645971,6575.427072,6575.877843,6573.959311,6574.831703,6575.324475,6571.546872,6572.656981,6573.248506,6571.624658,6572.72445,6573.314787,6579.312918,6579.435948,6579.523736,6579.312918,6579.435948,6579.523736,6577.588398,6577.959456,6578.210407,6571.177579,6572.303204,6572.909537,6570.982968,6572.142893,6572.728213,6577.740884,6577.935935,6578.191203,6577.136691,6577.33651,6577.63878
6579.65091,6579.630714,6579.714284,6579.227279,6579.282545,6579.438296,6578.596243,6578.763917,6579.027217,6578.319388,6578.536383,6578.836557,6577.65731,6577.960275,6578.323679,6577.020971,6577.406565,6577.830755,6578.031748,6578.260804,6578.608627,6577.747582,6578.005307,6578.390491,6577.274883,6577.580297,6578.027635,6575.328553,6575.931416,6576.518234,6574.677877,6575.361831,6576.009727,6574.141859,6574.891891,6575.58812,6575.621521,6576.187873,6576.747194,6575.553164,6576.126569,6576.689331,6576.232235,6576.720249,6577.219801,6578.503008,6578.687288,6578.976368,6578.476351,6578.660891,6578.951384,6578.124096,6578.343906,6578.679821,6567.14839,6568.639436,6569.878272,6568.271925,6569.664362,6570.830902,6572.464109,6573.420974,6574.268537,6571.891127,6572.918631,6573.817896,6571.367143,6572.459247,6573.4058,6571.367147,6572.45925,6573.405803,6573.563278,6574.384637,6575.133046,6573.037668,6573.923824,6574.719643,6573.037669,6573.923825,6574.719644,6569.205711,6570.516192,6571.622659,6570.181198,6571.406064,6572.449783,6571.367306,6572.459386,6573.405929,6571.367372,6572.459442,6573.405981,6571.367407,6572.459472,6573.406009,6571.367453,6572.459511,6573.406045,6571.367453,6572.459511,6573.406045,6571.367447,6572.459505,6573.40604,6570.247099,6571.470344,6572.512892,6570.688719,6571.857519,6572.860201,6570.247104,6571.470349,6572.512896,6570.745001,6571.913806,6572.916509,6571.103412,6572.228029,6573.198383,6571.367216,6572.45931,6573.405858,6571.367153,6572.459257,6573.405808,6570.237479,6571.462351,6572.506089,6566.178211,6567.754944,6569.059344,6566.357523,6567.917983,6569.207716,6578.596243,6578.763917,6579.027217,6578.596243,6578.763917,6579.027217,6576.216794,6576.706318,6577.206019,6565.722412,6567.319568,6568.632215,6564.881384,6566.533735,6567.906313,6577.085138,6577.409694,6577.881982,6576.507518,6576.876343,6577.401146
6580.268999,6580.174876,6580.213348,6579.954205,6579.908214,6580.003656,6579.48528,6579.510989,6579.691308,6579.31104,6579.363064,6579.569508,6578.891692,6578.987273,6579.240961,6578.488634,6578.626081,6578.925183,6578.883275,6578.955009,6579.216169,6578.574358,6578.666192,6578.964652,6578.06049,6578.185758,6578.546269,6577.50394,6577.743918,6578.150642,6577.171011,6577.44658,6577.887443,6576.921106,6577.222218,6577.687372,6577.653836,6577.87779,6578.269144,6577.581509,6577.805864,6578.203053,6577.98903,6578.178372,6578.533772,6579.385824,6579.427053,6579.630568,6579.357529,6579.397875,6579.602424,6578.981782,6579.046996,6579.296398,6573.679933,6574.265415,6575.010635,6574.196562,6574.744394,6575.450834,6576.138811,6576.519883,6577.061082,6575.871612,6576.279996,6576.847169,6575.62725,6576.060611,6576.65154,6575.627253,6576.060614,6576.651543,6576.651343,6576.980028,6577.471404,6576.406264,6576.759999,6577.275198,6576.406265,6576.76,6577.275199,6574.625922,6575.142464,6575.816678,6575.074438,6575.558296,6576.198846,6575.627413,6576.06075,6576.651669,6575.627478,6576.060806,6576.651721,6575.627514,6576.060836,6576.65175,6575.62756,6576.060875,6576.651785,6575.62756,6576.060875,6576.651786,6575.627554,6576.06087,6576.651781,6575.105006,6575.588653,6576.228222,6575.311015,6575.773604,6576.393149,6575.105011,6575.588657,6576.228227,6575.337046,6575.800072,6576.419207,6575.504232,6575.950168,6576.553054,6575.627323,6576.060674,6576.651598,6575.62726,6576.060621,6576.651549,6575.100471,6575.584765,6576.224905,6573.273683,6573.886537,6574.666303,6573.316259,6573.928246,6574.700764,6579.48528,6579.510989,6579.691309,6579.48528,6579.510989,6579.691309,6577.939184,6578.131865,6578.492308,6572.938772,6573.572604,6574.358319,6572.959122,6573.571519,6574.39349,6577.85422,6577.992909,6578.378328,6577.226606,6577.38869,6577.829419
6580.232977,6580.216237,6580.287949,6579.914198,6579.955719,6580.085757,6579.439336,6579.567645,6579.784585,6579.252954,6579.414349,6579.657657,6578.80369,6579.022203,6579.311124,6578.371881,6578.645295,6578.978061,6578.888979,6579.082628,6579.37632,6578.621563,6578.844472,6579.172342,6578.176724,6578.448308,6578.833035,6577.295296,6577.702548,6578.142865,6576.898001,6577.353356,6577.832219,6576.55761,6577.053965,6577.565326,6577.474173,6577.859769,6578.282732,6577.44827,6577.835256,6578.259767,6577.836644,6578.178109,6578.565231,6579.348139,6579.494055,6579.735103,6579.322155,6579.468605,6579.710755,6578.978954,6579.162799,6579.445785,6572.098841,6573.052997,6573.931622,6572.818634,6573.712227,6574.541379,6575.492119,6576.116815,6576.729921,6575.128214,6575.796744,6576.444606,6574.795419,6575.504037,6576.183686,6574.795422,6575.50404,6576.183689,6576.19018,6576.730793,6577.277237,6575.856381,6576.437201,6577.01552,6575.856382,6576.437202,6577.01552,6573.416853,6574.260113,6575.048153,6574.041776,6574.832456,6575.577553,6574.795581,6575.504176,6576.183815,6574.795647,6575.504231,6576.183867,6574.795683,6575.504262,6576.183895,6574.795728,6575.5043,6576.183931,6574.795729,6575.5043,6576.183931,6574.795722,6575.504295,6576.183926,6574.083782,6574.873618,6575.617864,6574.364305,6575.12035,6575.837801,6574.083788,6574.873623,6575.617868,6574.400237,6575.156456,6575.873849,6574.627899,6575.356695,6576.052344,6574.795491,6575.504099,6576.183744,6574.795429,6575.504046,6576.183694,6574.077709,6574.868563,6575.613602,6571.446061,6572.454937,6573.381276,6571.592163,6572.588952,6573.502405,6579.439336,6579.567646,6579.784585,6579.439336,6579.567646,6579.784585,6577.7863,6578.13325,6578.524014,6571.254884,6572.271166,6573.19613,6570.385733,6571.448054,6572.43673,6577.998162,6578.289283,6578.696835,6577.454597,6577.791814,6578.246329
6580.705616,6580.654895,6580.692982,6580.480684,6580.466547,6580.546161,6580.145606,6580.185971,6580.327453,6579.993766,6580.062174,6580.226599,6579.627052,6579.745021,6579.948871,6579.274581,6579.440185,6579.681936,6579.862721,6579.911027,6580.103382,6579.72287,6579.773377,6579.989533,6579.490222,6579.544393,6579.800141,6578.437256,6578.715602,6579.047677,6578.182426,6578.493169,6578.85381,6577.988994,6578.325495,6578.706543,6578.551988,6578.815747,6579.134961,6578.453072,6578.724509,6579.045911,6578.837679,6579.06233,6579.351063,6580.100717,6580.145177,6580.299829,6580.087435,6580.130742,6580.28643,6579.909397,6579.956665,6580.141403,6575.477688,6576.114902,6576.720732,6575.878418,6576.473131,6577.050252,6577.383459,6577.800595,6578.245526,6577.176626,6577.621304,6578.088057,6576.987468,6577.457333,6577.944043,6576.987471,6577.457336,6577.944046,6577.780188,6578.144494,6578.547571,6577.590485,6577.980053,6578.403143,6577.590486,6577.980054,6578.403144,6576.211452,6576.770844,6577.324108,6576.55934,6577.081836,6577.610181,6576.987631,6577.457472,6577.944172,6576.987696,6577.457528,6577.944224,6576.987732,6577.457559,6577.944253,6576.987778,6577.457597,6577.944289,6576.987778,6577.457597,6577.944289,6576.987772,6577.457592,6577.944284,6576.583078,6577.104534,6577.63207,6576.742567,6577.242788,6577.753502,6576.583083,6577.104539,6577.632075,6576.7628,6577.262579,6577.772986,6576.892231,6577.374777,6577.871532,6576.987541,6577.457396,6577.944101,6576.987478,6577.457343,6577.944052,6576.579574,6577.101628,6577.629666,6575.127703,6575.804237,6576.438055,6575.195596,6575.862729,6576.488768,6580.145607,6580.185971,6580.327453,6580.145607,6580.185971,6580.327453,6578.788519,6579.017031,6579.30956,6574.981645,6575.661117,6576.293394,6574.631534,6575.363738,6576.032397,6579.396832,6579.452473,6579.724115,6579.109452,6579.163342,6579.473821
6580.137231,6580.175337,6580.189528,6579.806073,6579.909539,6579.974518,6579.31277,6579.513599,6579.654251,6579.109222,6579.344969,6579.514398,6578.620495,6578.916441,6579.136069,6578.150759,6578.504565,6578.772449,6578.806386,6579.084235,6579.264774,6578.543423,6578.857217,6579.054087,6578.105992,6578.479579,6578.703619,6576.910983,6577.420615,6577.811459,6576.426305,6576.997551,6577.434606,6576.021639,6576.643356,6577.119177,6577.129206,6577.611098,6577.981137,6577.102544,6577.586265,6577.957468,6577.568512,6577.994038,6578.321746,6579.22754,6579.450229,6579.606306,6579.203717,6579.427683,6579.583258,6578.888916,6579.155572,6579.330926,6570.730552,6571.921191,6572.831678,6571.582803,6572.697098,6573.549874,6574.754982,6575.534681,6576.131872,6574.32238,6575.156035,6575.794688,6573.926766,6574.809764,6575.486338,6573.926769,6574.809767,6575.486341,6575.584834,6576.26103,6576.7787,6575.188012,6575.913701,6576.469395,6575.188013,6575.913702,6576.469396,6572.291113,6573.341958,6574.146777,6573.031046,6574.015609,6574.770336,6573.926928,6574.809903,6575.486467,6573.926994,6574.809959,6575.486519,6573.92703,6574.809989,6575.486547,6573.927075,6574.810027,6575.486583,6573.927075,6574.810028,6575.486583,6573.927069,6574.810022,6575.486578,6573.080919,6574.064173,6574.817843,6573.414376,6574.356039,6575.077743,6573.080924,6574.064178,6574.817848,6573.457009,6574.398598,6575.120199,6573.727633,6574.635468,6575.331128,6573.926838,6574.809827,6575.486396,6573.926776,6574.809774,6575.486346,6573.07368,6574.058168,6574.812791,6569.984205,6571.242488,6572.206606,6570.130638,6571.375018,6572.326133,6579.31277,6579.5136,6579.654251,6579.31277,6579.5136,6579.654251,6577.547499,6577.973314,6578.304391,6569.671927,6570.942818,6571.910336,6568.921814,6570.247456,6571.272396,6577.930402,6578.327991,6578.562939,6577.398926,6577.850528,6578.100127
6580.332828,6580.396058,6580.344182,6580.032379,6580.158725,6580.147822,6579.58482,6579.805188,6579.855335,6579.421363,6579.669014,6579.742848,6579.025563,6579.318897,6579.43456,6578.645139,6578.982381,6579.138252,6579.01193,6579.322971,6579.396919,6578.742725,6579.091718,6579.172917,6578.294911,6578.707038,6578.8003,6577.683777,6578.135589,6578.3877,6577.362192,6577.853685,6578.133641,6577.11231,6577.633359,6577.933115,6577.828565,6578.262512,6578.502087,6577.726444,6578.165579,6578.412452,6578.173591,6578.565261,6578.770977,6579.48717,6579.734812,6579.796954,6579.460305,6579.709483,6579.77003,6579.105062,6579.403253,6579.474417,6573.849065,6574.694097,6575.218416,6574.373815,6575.177333,6575.671006,6576.330093,6576.943667,6577.305407,6576.062924,6576.708101,6577.091013,6575.818589,6576.492669,6576.894946,6575.818593,6576.492672,6576.894949,6576.842572,6577.395528,6577.716656,6576.597518,6577.17946,6577.520007,6576.597519,6577.179461,6577.520008,6574.809926,6575.578944,6576.04715,6575.265496,6575.998477,6576.440079,6575.818752,6576.492808,6576.895075,6575.818818,6576.492864,6576.895127,6575.818854,6576.492894,6576.895155,6575.818899,6576.492933,6576.895191,6575.818899,6576.492933,6576.895191,6575.818893,6576.492928,6576.895186,6575.296209,6576.028709,6576.470062,6575.502193,6576.210327,6576.635356,6575.296215,6576.028714,6576.470066,6575.52842,6576.236824,6576.662094,6575.695586,6576.384216,6576.796239,6575.818662,6576.492732,6576.895004,6575.818599,6576.492679,6576.894954,6575.291725,6576.024975,6576.466818,6573.377616,6574.259288,6574.812579,6573.479676,6574.353931,6574.899826,6579.58482,6579.805188,6579.855336,6579.58482,6579.805188,6579.855336,6578.14804,6578.539971,6578.749429,6573.22602,6574.114906,6574.668792,6572.634714,6573.543194,6574.131277,6578.115154,6578.552624,6578.65073,6577.5727,6578.064342,6578.161125
6579.713716,6579.694985,6579.697027,6579.305794,6579.358194,6579.420396,6578.69815,6578.856512,6579.008351,6578.446713,6578.650378,6578.830157,6577.850693,6578.132744,6578.359279,6577.277834,6577.635228,6577.90671,6578.068458,6578.277876,6578.512932,6577.751302,6577.982829,6578.255452,6577.22373,6577.492033,6577.827152,6575.822982,6576.370043,6576.751063,6575.269915,6575.88838,6576.308658,6574.825013,6575.500888,6575.950327,6576.071997,6576.586909,6576.950257,6576.050379,6576.566504,6576.931167,6576.567769,6577.018553,6577.345761,6578.59385,6578.769006,6578.945005,6578.564245,6578.738641,6578.915669,6578.171438,6578.373581,6578.596584,6569.070558,6570.386104,6571.156223,6569.984813,6571.216435,6571.944908,6573.432396,6574.287982,6574.828727,6572.95677,6573.873735,6574.445675,6572.521807,6573.494905,6574.095377,6572.52181,6573.494908,6574.09538,6574.344773,6575.08262,6575.56354,6573.908491,6574.702637,6575.212163,6573.908491,6574.702638,6575.212163,6570.744651,6571.906526,6572.600392,6571.538408,6572.627423,6573.285143,6572.521969,6573.495044,6574.095506,6572.522035,6573.4951,6574.095558,6572.522071,6573.49513,6574.095586,6572.522116,6573.495169,6574.095622,6572.522117,6573.495169,6574.095622,6572.52211,6573.495164,6574.095618,6571.592612,6572.679946,6573.337632,6571.959233,6572.999252,6573.632885,6571.592618,6572.67995,6573.337637,6572.005334,6573.045084,6573.679437,6572.302871,6573.304223,6573.919057,6572.521879,6573.494968,6574.095435,6572.521817,6573.494915,6574.095386,6571.584509,6572.673256,6573.331696,6568.362516,6569.744947,6570.544755,6568.426994,6569.801618,6570.601058,6578.69815,6578.856512,6579.008351,6578.69815,6578.856512,6579.008351,6576.512564,6576.968863,6577.300246,6567.733442,6569.148129,6569.972601,6567.894632,6569.311726,6570.103488,6577.01196,6577.295024,6577.655231,6576.367988,6576.677957,6577.093244
6580.099664,6580.04046,6580.074103,6579.751564,6579.750679,6579.844835,6579.233032,6579.319021,6579.503337,6579.025369,6579.147536,6579.361287,6578.524914,6578.709181,6578.974136,6578.043907,6578.287861,6578.602039,6578.652793,6578.782837,6579.04762,6578.358087,6578.506993,6578.808624,6577.867856,6578.048139,6578.411069,6576.773633,6577.174874,6577.619897,6576.287011,6576.750177,6577.243424,6575.885942,6576.399224,6576.930342,6576.992732,6577.366092,6577.789404,6576.942444,6577.315545,6577.744892,6577.447693,6577.765632,6578.140832,6579.137418,6579.2381,6579.445439,6579.110137,6579.209961,6579.418412,6578.747788,6578.871555,6579.124637,6570.632397,6571.707801,6572.663999,6571.480533,6572.481115,6573.380685,6574.630546,6575.300702,6575.950389,6574.201791,6574.925525,6575.615717,6573.809695,6574.582427,6575.309665,6573.809699,6574.58243,6575.309668,6575.453019,6576.020399,6576.5924,6575.059725,6575.676251,6576.285398,6575.059726,6575.676252,6576.285399,6572.185423,6573.123822,6573.976334,6572.921785,6573.795225,6574.598584,6573.809858,6574.582566,6575.309793,6573.809924,6574.582622,6575.309845,6573.80996,6574.582652,6575.309874,6573.810005,6574.58269,6575.30991,6573.810005,6574.582691,6575.30991,6573.809999,6574.582685,6575.309905,6572.971283,6573.843491,6574.645931,6573.301773,6574.132682,6574.903894,6572.971289,6573.843496,6574.645936,6573.344118,6574.175028,6574.946254,6573.612334,6574.409728,6575.155611,6573.809768,6574.58249,6575.309722,6573.809705,6574.582437,6575.309673,6572.964129,6573.837571,6574.640944,6569.860926,6571.004843,6572.015229,6570.035381,6571.163453,6572.159518,6579.233033,6579.319022,6579.503337,6579.233033,6579.319022,6579.503337,6577.430773,6577.750294,6578.125756,6569.641934,6570.792749,6571.802621,6568.59868,6569.816253,6570.893223,6577.671073,6577.863952,6578.251488,6577.071831,6577.286796,6577.729302
6580.223913,6580.241202,6580.292989,6579.909548,6579.987211,6580.091894,6579.441258,6579.608857,6579.792353,6579.234182,6579.438984,6579.650603,6578.736057,6579.005139,6579.265039,6578.257288,6578.588153,6578.894467,6579.033166,6579.261297,6579.49741,6578.844601,6579.100114,6579.355779,6578.530924,6578.831984,6579.120177,6576.991903,6577.486748,6577.913309,6576.519781,6577.073816,6577.545622,6576.111444,6576.716531,6577.226972,6577.204474,6577.672668,6578.07886,6577.130119,6577.604545,6578.010809,6577.663849,6578.071295,6578.435149,6579.373615,6579.556664,6579.757995,6579.354322,6579.538422,6579.740343,6579.099873,6579.318859,6579.54787,6570.761784,6571.939452,6572.883567,6571.625629,6572.727087,6573.613428,6574.833304,6575.598189,6576.229596,6574.396783,6575.216245,6575.888975,6573.997585,6574.866959,6575.577483,6573.997589,6574.866962,6575.577486,6575.670677,6576.33087,6576.883021,6575.270259,6575.980513,6576.570561,6575.27026,6575.980514,6576.570561,6572.343576,6573.381697,6574.220029,6573.093578,6574.065535,6574.853719,6573.997748,6574.867098,6575.577612,6573.997814,6574.867153,6575.577664,6573.99785,6574.867184,6575.577692,6573.997895,6574.867222,6575.577728,6573.997895,6574.867222,6575.577728,6573.997889,6574.867217,6575.577723,6573.143982,6574.114684,6574.901931,6573.480455,6574.40909,6575.164476,6573.143987,6574.114689,6574.901936,6573.523577,6574.452214,6575.207615,6573.79665,6574.691145,6575.420692,6573.997658,6574.867021,6575.577541,6573.997595,6574.866968,6575.577491,6573.1367,6574.10866,6574.896858,6569.972311,6571.220086,6572.2197,6570.153711,6571.385024,6572.369812,6579.441258,6579.608857,6579.792353,6579.441258,6579.608857,6579.792353,6577.651672,6578.059311,6578.425372,6569.761032,6571.015036,6572.013597,6568.660599,6569.984888,6571.053429,6578.405009,6578.724352,6579.025603,6578.0219,6578.386226,6578.710548
6579.749853,6579.729456,6579.75927,6579.332346,6579.387549,6579.486918,6578.710437,6578.878258,6579.081263,6578.486678,6578.692662,6578.929586,6577.946304,6578.217978,6578.514526,6577.426935,6577.761744,6578.115608,6577.891044,6578.146921,6578.432443,6577.46257,6577.758847,6578.081668,6576.749836,6577.113314,6577.498187,6576.106342,6576.598789,6577.092579,6575.64325,6576.189587,6576.728041,6575.276242,6575.865004,6576.437534,6576.314846,6576.78303,6577.256712,6576.213101,6576.687319,6577.168183,6576.783176,6577.196243,6577.621163,6578.571529,6578.766761,6578.996153,6578.53301,6578.728391,6578.957988,6578.024386,6578.267697,6578.541602,6570.476814,6571.535828,6572.49609,6571.250019,6572.247496,6573.15491,6574.127446,6574.849008,6575.528219,6573.735092,6574.502011,6575.217665,6573.376281,6574.18468,6574.933664,6573.376285,6574.184683,6574.933667,6574.880084,6575.514641,6576.123956,6574.520186,6575.196347,6575.839084,6574.520187,6575.196348,6575.839084,6571.892629,6572.838965,6573.702461,6572.563927,6573.456838,6574.27446,6573.376444,6574.184819,6574.933793,6573.37651,6574.184875,6574.933845,6573.376546,6574.184905,6574.933873,6573.376591,6574.184943,6574.933909,6573.376591,6574.184944,6574.933909,6573.376585,6574.184938,6574.933904,6572.609132,6573.501363,6574.318088,6572.911577,6573.768844,6574.557473,6572.609137,6573.501368,6574.318092,6572.950216,6573.807869,6574.596428,6573.19567,6574.024947,6574.790707,6573.376354,6574.184743,6574.933722,6573.376291,6574.18469,6574.933672,6572.602566,6573.495864,6574.313415,6569.80299,6570.914419,6571.923808,6569.932541,6571.034872,6572.032339,6578.710437,6578.878258,6579.081263,6578.710438,6578.878258,6579.081263,6576.747104,6577.164669,6577.593452,6569.509551,6570.63634,6571.648799,6568.860833,6570.007721,6571.077222,6576.463744,6576.854197,6577.263979,6575.599536,6576.04415,6576.502449
6580.376677,6580.422324,6580.433171,6580.095354,6580.197822,6580.250791,6579.676277,6579.863391,6579.97912,6579.48597,6579.708515,6579.847279,6579.029487,6579.313079,6579.490458,6578.59074,6578.933008,6579.147508,6579.340287,6579.582387,6579.735613,6579.18315,6579.449518,6579.616927,6578.921748,6579.228487,6579.419491,6577.487413,6577.9803,6578.28356,6577.078028,6577.627881,6577.961612,6576.74612,6577.341278,6577.697617,6577.671734,6578.138973,6578.428516,6577.642404,6578.111311,6578.402506,6578.046901,6578.461903,6578.722422,6579.620524,6579.82178,6579.9511,6579.604651,6579.807026,6579.936531,6579.395198,6579.629047,6579.777346,6572.423209,6573.523249,6574.125949,6573.116093,6574.149958,6574.721087,6575.707169,6576.444147,6576.871272,6575.352324,6576.13774,6576.589048,6575.027812,6575.857527,6576.330952,6575.027815,6575.85753,6576.330955,6576.387845,6577.031908,6577.412654,6576.06236,6576.750853,6577.153775,6576.062361,6576.750853,6577.153776,6573.691944,6574.670814,6575.215708,6574.293498,6575.214918,6575.73241,6575.027975,6575.857666,6576.331081,6575.02804,6575.857722,6576.331133,6575.028076,6575.857752,6576.331162,6575.028122,6575.85779,6576.331197,6575.028122,6575.857791,6576.331198,6575.028116,6575.857785,6576.331193,6574.334197,6575.25418,6575.771797,6574.607743,6575.490385,6575.989356,6574.334202,6575.254185,6575.771802,6574.642461,6575.524778,6576.024467,6574.86446,6575.716473,6576.201031,6575.027885,6575.85759,6576.33101,6575.027822,6575.857536,6576.330961,6574.328217,6575.249312,6575.767522,6571.836325,6572.994292,6573.622387,6571.93547,6573.082094,6573.707021,6579.676278,6579.863391,6579.979121,6579.676278,6579.863391,6579.979121,6578.000517,6578.418115,6578.683115,6571.519723,6572.690363,6573.330036,6571.117635,6572.327777,6572.960308,6578.816816,6579.13976,6579.340237,6578.497649,6578.860312,6579.075934
6580.352245,6580.288227,6580.351193,6580.048162,6580.035216,6580.157163,6579.595193,6579.658326,6579.86815,6579.433633,6579.524421,6579.760145,6579.041053,6579.179353,6579.460785,6578.663725,6578.84769,6579.17306,6578.97555,6579.092442,6579.387902,6578.667897,6578.807655,6579.140729,6578.156131,6578.333927,6578.729571,6577.691049,6577.996068,6578.429629,6577.349721,6577.698997,6578.166178,6577.086465,6577.46876,6577.961104,6577.844728,6578.12982,6578.548246,6577.758972,6578.048376,6578.47416,6578.196016,6578.436586,6578.816424,6579.492655,6579.572514,6579.807449,6579.463488,6579.54282,6579.778954,6579.076899,6579.18599,6579.469127,6573.633802,6574.386532,6575.161261,6574.191985,6574.895396,6575.632514,6576.262396,6576.74805,6577.319172,6575.980936,6576.501892,6577.099924,6575.723534,6576.276774,6576.899418,6575.723537,6576.276777,6576.899421,6576.802294,6577.22023,6577.739739,6576.544128,6576.994445,6577.538634,6576.544129,6576.994446,6577.538634,6574.655884,6575.318308,6576.02417,6575.140485,6575.760093,6576.433307,6575.723696,6576.276913,6576.899547,6575.723762,6576.276969,6576.899599,6575.723798,6576.276999,6576.899628,6575.723843,6576.277038,6576.899664,6575.723844,6576.277038,6576.899664,6575.723837,6576.277033,6576.899659,6575.173017,6575.791812,6576.464416,6575.390011,6575.98159,6576.633448,6575.173022,6575.791817,6576.46442,6575.417852,6576.009432,6576.661299,6575.593954,6576.163447,6576.798479,6575.723606,6576.276837,6576.899476,6575.723544,6576.276784,6576.899427,6575.168328,6575.787936,6576.461159,6573.063869,6573.867393,6574.683112,6573.24088,6574.028328,6574.829536,6579.595193,6579.658327,6579.86815,6579.595193,6579.658327,6579.868151,6578.177779,6578.418555,6578.801431,6573.122862,6573.917071,6574.720133,6571.783392,6572.661666,6573.544863,6577.950706,6578.143769,6578.56453,6577.325737,6577.548335,6578.023995
